1v,1i,2v,2i,3v,3i,4v,4i,5v,5i,6v,6i,7v,7i,8v,8i,9v,9i,10v,10i,,,,,
1.224546388,4.35E-08,1.172940106,1.14E-08,1.162826011,5.22E-08,1.149780345,8.88E-09,1.151298461,1.17E-08,1.133227086,-1.29E-08,1.138994695,1.01E-08,1.133425161,1.26E-07,1.132197055,9.87E-09,1.1347762,1.19E-08,,,,,
1.230931759,5.74E-08,1.178062255,4.59E-08,1.167432434,1.38E-08,1.155091237,1.10E-08,1.156865205,1.46E-08,1.139112959,8.54E-09,1.144549393,1.25E-08,1.137901583,1.20E-08,1.137741213,1.23E-08,1.140887665,1.55E-08,,,,,
1.236521643,7.17E-08,1.183184404,1.71E-08,1.172038857,2.03E-08,1.160402129,1.35E-08,1.162431949,1.82E-08,1.144998833,1.10E-08,1.150104091,1.56E-08,1.141930363,-7.67E-08,1.143285371,1.53E-08,1.146387984,1.92E-08,,,,,
1.242111526,8.94E-08,1.188306553,7.42E-08,1.177360401,2.00E-08,1.165713022,1.67E-08,1.167998694,1.45E-07,1.150296119,1.35E-08,1.15565879,1.95E-08,1.149987924,-2.64E-08,1.148829529,1.91E-08,1.151888303,2.39E-08,,,,,
1.24770141,1.12E-07,1.193428702,2.58E-08,1.182681945,2.46E-08,1.171023914,2.06E-08,1.173565438,2.95E-08,1.155593405,1.67E-08,1.161213488,2.42E-08,1.155037031,2.15E-08,1.154373687,2.37E-08,1.157388621,2.97E-08,,,,,
1.253291294,1.39E-07,1.198550851,8.31E-08,1.188003489,3.04E-08,1.176334807,2.54E-08,1.178122836,3.38E-08,1.160890691,2.06E-08,1.166768186,3.02E-08,1.160086138,2.66E-08,1.159917846,1.36E-07,1.16288894,3.69E-08,,,,,
1.258881177,1.73E-07,1.203649367,3.85E-08,1.193325033,3.75E-08,1.181645699,3.13E-08,1.182680234,4.08E-08,1.166187977,2.54E-08,1.172322884,1.67E-07,1.165135246,3.24E-08,1.165462004,3.83E-08,1.168389259,4.58E-08,,,,,
1.264471061,7.19E-07,1.208747884,9.18E-08,1.198646577,4.63E-08,1.186956591,3.87E-08,1.187237632,4.88E-08,1.171485264,3.13E-08,1.177877582,4.88E-08,1.170184353,3.95E-08,1.170028207,4.38E-08,1.173889578,5.70E-08,,,,,
1.270060944,2.80E-07,1.2138464,5.74E-08,1.203968121,5.71E-08,1.192267484,1.96E-07,1.19179503,5.85E-08,1.17678255,3.86E-08,1.182443198,5.58E-08,1.17523346,4.83E-08,1.17459441,5.30E-08,1.179389896,7.08E-08,,,,,
1.27464613,3.22E-07,1.218944917,1.59E-07,1.209289665,7.05E-08,1.197578376,6.10E-08,1.196352428,1.50E-07,1.182079836,4.75E-08,1.187008814,6.74E-08,1.180282567,5.89E-08,1.179160613,6.34E-08,1.184890215,8.79E-08,,,,,
1.279231316,3.89E-07,1.224043433,8.65E-08,1.214611209,2.96E-07,1.20217248,-3.06E-09,1.200909826,8.57E-08,1.187377122,1.95E-07,1.191574431,8.08E-08,1.185331675,1.80E-07,1.183726816,7.60E-08,1.190390534,2.76E-07,,,,,
1.283816502,4.66E-07,1.229141949,1.77E-07,1.219932753,1.11E-07,1.208316442,8.81E-08,1.205467224,8.73E-08,1.192674408,7.49E-08,1.196140047,9.68E-08,1.190380782,9.06E-08,1.188293019,1.62E-07,1.195890852,1.41E-07,,,,,
1.288401688,5.58E-07,1.234273055,1.29E-07,1.224530004,2.71E-08,1.214460404,1.14E-07,1.210954872,1.24E-07,1.1972745,2.02E-08,1.200705663,2.01E-07,1.194924978,6.21E-08,1.192859222,1.11E-07,1.200459318,7.72E-08,,,,,
1.292986874,1.01E-06,1.239404161,1.56E-07,1.230681988,1.61E-07,1.21998997,1.42E-07,1.216442519,1.54E-07,1.203384818,1.08E-07,1.205271279,1.42E-07,1.200769936,1.30E-07,1.197425425,1.20E-07,1.20959625,6.22E-07,,,,,
1.29757206,8.18E-07,1.244535267,1.91E-07,1.236833971,2.09E-07,1.225519535,1.77E-07,1.221930167,1.91E-07,1.209495136,1.40E-07,1.209836895,1.54E-07,1.206614893,1.66E-07,1.202900286,1.61E-07,1.214083246,3.04E-07,,,,,
1.302157246,9.20E-07,1.249666373,2.34E-07,1.242370756,2.60E-07,1.231049101,2.20E-07,1.227417814,2.38E-07,1.214994423,1.74E-07,1.215314499,2.05E-07,1.211875355,2.05E-07,1.208375146,2.00E-07,1.218121542,6.26E-08,,,,,
1.307721512,1.19E-06,1.254797479,2.87E-07,1.247907541,3.23E-07,1.236578667,2.74E-07,1.232905462,2.95E-07,1.220493709,2.16E-07,1.220792104,2.55E-07,1.217135816,2.52E-07,1.213850007,2.48E-07,1.226198134,3.01E-07,,,,,
1.313285779,1.48E-06,1.259928585,3.51E-07,1.253444326,4.02E-07,1.242108233,3.41E-07,1.238393109,3.66E-07,1.225992995,2.69E-07,1.226269708,3.16E-07,1.222396278,3.10E-07,1.219324867,3.08E-07,1.231286415,5.41E-07,,,,,
1.318850045,1.84E-06,1.265059691,8.01E-07,1.258981111,5.00E-07,1.247637799,4.24E-07,1.243880757,4.54E-07,1.231492282,3.34E-07,1.231747312,3.92E-07,1.227656739,3.81E-07,1.224799727,3.82E-07,1.236374696,6.70E-07,,,,,
1.324414311,2.29E-06,1.270190797,5.43E-07,1.264517896,6.22E-07,1.253167365,9.45E-07,1.249368404,5.64E-07,1.236991568,4.14E-07,1.237224916,4.86E-07,1.232917201,4.68E-07,1.230274588,4.73E-07,1.241462978,8.15E-07,,,,,
1.329978577,2.85E-06,1.274808793,4.97E-07,1.270054681,7.73E-07,1.258696931,6.80E-07,1.254856052,1.11E-06,1.242490854,5.14E-07,1.24270252,6.03E-07,1.238177663,5.76E-07,1.235749448,5.87E-07,1.246551259,9.94E-07,,,,,
1.335542843,3.54E-06,1.280686318,7.85E-07,1.275591466,1.54E-06,1.263307194,7.14E-07,1.260343699,8.99E-07,1.24799014,6.38E-07,1.248180124,7.47E-07,1.243438124,7.08E-07,1.241224309,7.27E-07,1.25163954,1.21E-06,,,,,
1.341107109,4.40E-06,1.286563843,1.00E-06,1.281128251,1.24E-06,1.268889321,9.69E-07,1.264985871,9.78E-07,1.253489427,7.92E-07,1.253657728,9.26E-07,1.248698586,1.19E-06,1.246699169,1.27E-06,1.256727821,1.48E-06,,,,,
1.346671375,7.01E-06,1.292441368,1.26E-06,1.285754155,1.34E-06,1.274471448,1.21E-06,1.270571423,1.29E-06,1.258988713,1.43E-06,1.259135333,1.59E-06,1.253959048,1.10E-06,1.252174029,1.16E-06,1.261816102,2.12E-06,,,,,
1.352235642,7.00E-06,1.298318892,1.58E-06,1.29136593,1.77E-06,1.280053576,1.51E-06,1.276156975,1.61E-06,1.264487999,1.26E-06,1.264612937,1.47E-06,1.258653464,1.18E-06,1.256824772,1.21E-06,1.266904383,2.25E-06,,,,,
1.356978874,8.04E-06,1.304196417,1.99E-06,1.296977705,2.22E-06,1.285635703,1.88E-06,1.281742527,2.00E-06,1.269126874,1.29E-06,1.269269499,1.55E-06,1.264553183,1.59E-06,1.262948133,1.67E-06,1.271483836,2.59E-06,,,,,
1.362704986,1.01E-05,1.310073942,2.51E-06,1.30258948,2.76E-06,1.29121783,2.33E-06,1.287328079,2.49E-06,1.275298042,1.83E-06,1.275385596,2.13E-06,1.270452902,2.02E-06,1.269071495,2.15E-06,1.277166706,3.24E-06,,,,,
1.368431098,1.27E-05,1.315951467,3.16E-06,1.308201255,3.43E-06,1.296799957,2.90E-06,1.292913631,3.09E-06,1.28146921,2.35E-06,1.281501694,2.73E-06,1.276352621,2.54E-06,1.27458252,2.66E-06,1.282849576,4.04E-06,,,,,
1.37415721,1.58E-05,1.321828992,3.97E-06,1.31381303,4.27E-06,1.302382084,3.60E-06,1.298499183,3.83E-06,1.287023261,2.93E-06,1.287006181,3.39E-06,1.282252339,3.20E-06,1.280093545,3.29E-06,1.288532445,5.02E-06,,,,,
1.379883322,1.97E-05,1.327706517,4.98E-06,1.319424805,5.30E-06,1.307964211,4.47E-06,1.304084735,4.75E-06,1.292577312,3.63E-06,1.292510668,4.19E-06,1.288152058,4.01E-06,1.28560457,4.07E-06,1.294215315,6.24E-06,,,,,
1.385609434,2.45E-05,1.333584042,7.87E-06,1.32503658,6.58E-06,1.313546338,5.54E-06,1.309670287,5.89E-06,1.298131363,4.49E-06,1.298015156,5.17E-06,1.294051777,5.03E-06,1.291115595,5.03E-06,1.299898185,7.73E-06,,,,,
1.391335546,3.04E-05,1.339461567,8.14E-06,1.330648355,8.17E-06,1.319128465,7.92E-06,1.315255839,7.29E-06,1.303685415,5.56E-06,1.303519643,6.38E-06,1.299951495,6.30E-06,1.29662662,6.20E-06,1.305581054,9.57E-06,,,,,
1.397061658,3.77E-05,1.344172692,9.29E-06,1.33626013,1.01E-05,1.324710592,8.77E-06,1.320841391,1.01E-05,1.309239466,6.87E-06,1.309024131,7.86E-06,1.305851214,7.88E-06,1.302137645,7.64E-06,1.311263924,1.18E-05,,,,,
1.402787769,4.66E-05,1.349974421,1.17E-05,1.341871905,1.40E-05,1.329517578,1.02E-05,1.326426943,1.15E-05,1.314793517,8.49E-06,1.314528618,9.69E-06,1.311750933,9.84E-06,1.30764867,9.41E-06,1.316946794,1.46E-05,,,,,
1.408513881,6.10E-05,1.35577615,1.47E-05,1.34748368,1.59E-05,1.335303092,1.27E-05,1.331316501,1.35E-05,1.320347568,1.05E-05,1.320033106,1.19E-05,1.317650651,1.23E-05,1.313159695,1.16E-05,1.322629663,1.80E-05,,,,,
1.414239993,7.26E-05,1.361577878,1.83E-05,1.352370066,1.87E-05,1.341088606,1.58E-05,1.337136837,1.66E-05,1.32590162,1.29E-05,1.325537593,1.46E-05,1.32355037,1.65E-05,1.31867072,1.50E-05,1.328312533,2.22E-05,,,,,
1.419393494,8.65E-05,1.367379607,2.28E-05,1.358217624,2.31E-05,1.34687412,1.96E-05,1.342957172,2.07E-05,1.331455671,1.69E-05,1.33104208,1.89E-05,1.329450089,1.95E-05,1.324181745,1.78E-05,1.333995403,2.82E-05,,,,,
1.425481158,1.07E-04,1.373181336,2.83E-05,1.364065183,2.88E-05,1.352659633,2.43E-05,1.348777507,2.56E-05,1.337009722,2.00E-05,1.336546568,2.24E-05,1.334494699,2.31E-05,1.329141668,2.11E-05,1.339678272,3.39E-05,,,,,
1.431568821,1.32E-04,1.378983065,3.51E-05,1.369912742,3.57E-05,1.358445147,3.01E-05,1.354597842,3.17E-05,1.342008368,2.38E-05,1.341500607,2.67E-05,1.340473979,2.84E-05,1.334894079,2.58E-05,1.344792855,4.03E-05,,,,,
1.437656485,1.64E-04,1.384784794,4.35E-05,1.375760301,4.42E-05,1.364230661,3.72E-05,1.360418178,3.91E-05,1.347774721,2.90E-05,1.34725837,3.25E-05,1.34645326,3.52E-05,1.34064649,3.16E-05,1.350885386,4.94E-05,,,,,
1.443744149,2.02E-04,1.390586523,5.37E-05,1.38160786,5.46E-05,1.370016175,4.58E-05,1.366238513,4.82E-05,1.353541074,3.57E-05,1.353016134,3.98E-05,1.35243254,4.34E-05,1.346398902,3.87E-05,1.356977917,6.07E-05,,,,,
1.449831813,2.48E-04,1.396388251,6.63E-05,1.387455418,6.73E-05,1.375801689,5.63E-05,1.372058848,5.92E-05,1.359307426,4.38E-05,1.358773898,4.87E-05,1.358411821,5.35E-05,1.352151313,4.73E-05,1.363070448,7.45E-05,,,,,
1.455919476,3.03E-04,1.40218998,8.16E-05,1.393302977,8.27E-05,1.381587203,6.91E-05,1.377879184,7.25E-05,1.365073779,5.37E-05,1.364531662,5.96E-05,1.364391101,6.58E-05,1.357903724,5.77E-05,1.369162979,9.11E-05,,,,,
1.46200714,3.70E-04,1.407991709,1.03E-04,1.399150536,1.01E-04,1.387372717,8.45E-05,1.383699519,8.85E-05,1.370840132,6.56E-05,1.370289425,7.26E-05,1.370370382,8.05E-05,1.363656135,7.02E-05,1.375255509,1.11E-04,,,,,
1.468094804,4.48E-04,1.413793438,1.24E-04,1.404998095,1.24E-04,1.39315823,1.05E-04,1.389519854,1.10E-04,1.376606484,8.00E-05,1.376047189,8.82E-05,1.376349662,9.82E-05,1.369408546,8.51E-05,1.38134804,1.35E-04,,,,,
1.474182468,5.41E-04,1.419014994,1.48E-04,1.410845654,1.53E-04,1.398943744,1.27E-04,1.395340189,1.32E-04,1.382372837,9.72E-05,1.381804953,1.07E-04,1.382328943,1.19E-04,1.375160958,1.03E-04,1.387440571,1.63E-04,,,,,
1.480270132,6.54E-04,1.425318599,1.82E-04,1.416693213,1.85E-04,1.404729258,1.53E-04,1.401160525,1.60E-04,1.388139189,1.18E-04,1.387562717,1.29E-04,1.388308223,1.45E-04,1.380913369,1.25E-04,1.393533102,1.96E-04,,,,,
1.486357795,7.79E-04,1.431622204,2.24E-04,1.422540771,2.23E-04,1.410785154,1.86E-04,1.407304512,1.94E-04,1.393905542,1.42E-04,1.39332048,1.56E-04,1.394287504,1.76E-04,1.38666578,1.49E-04,1.399625633,2.35E-04,,,,,
1.492445459,9.25E-04,1.43792581,2.74E-04,1.428740715,2.71E-04,1.41684105,2.26E-04,1.4134485,2.34E-04,1.399671895,1.72E-04,1.399078244,1.87E-04,1.400266784,2.11E-04,1.392418191,1.79E-04,1.405718164,2.81E-04,,,,,
1.499422642,0.001115579,1.444229415,3.35E-04,1.43494066,3.27E-04,1.422843502,2.72E-04,1.419592487,2.81E-04,1.405438247,2.06E-04,1.404836008,2.23E-04,1.406246065,2.52E-04,1.398820034,2.16E-04,1.411810695,3.33E-04,,,,,
1.506399826,0.001334936,1.45053302,4.07E-04,1.441140604,3.94E-04,1.428845954,3.27E-04,1.425736475,3.38E-04,1.4112046,2.46E-04,1.411299393,2.70E-04,1.412861439,3.05E-04,1.405221877,2.61E-04,1.417903226,3.94E-04,,,,,
1.513377009,0.001585401,1.456836626,4.92E-04,1.447340548,4.73E-04,1.435192167,3.99E-04,1.431880462,4.04E-04,1.417673984,2.98E-04,1.417762778,3.25E-04,1.419476814,3.67E-04,1.411623719,3.13E-04,1.425103567,4.77E-04,,,,,
1.520354192,0.001867498,1.463140231,5.93E-04,1.453540492,5.65E-04,1.44153838,4.76E-04,1.43802445,4.80E-04,1.424143367,3.58E-04,1.424226163,3.90E-04,1.426092189,4.40E-04,1.418025562,3.74E-04,1.432303908,5.73E-04,,,,,
1.527331376,0.002182978,1.469443836,7.10E-04,1.459740436,6.72E-04,1.447249972,5.57E-04,1.444168437,5.69E-04,1.430612751,4.30E-04,1.430689548,4.66E-04,1.432707564,5.24E-04,1.424427405,4.45E-04,1.439504249,6.85E-04,,,,,
1.534308559,0.002525623,1.475747441,8.45E-04,1.46594038,7.95E-04,1.455003764,6.85E-04,1.450312425,6.71E-04,1.437082134,5.14E-04,1.437152933,5.54E-04,1.439322938,6.22E-04,1.430829247,5.26E-04,1.44670459,8.14E-04,,,,,
1.541285742,0.002895269,1.482051047,0.001000731,1.472140324,9.36E-04,1.462757556,8.38E-04,1.456456412,7.88E-04,1.443551517,6.11E-04,1.443616318,6.55E-04,1.445938313,7.34E-04,1.43723109,6.21E-04,1.453904931,9.62E-04,,,,,
1.555240109,0.003687608,1.488354652,0.001178648,1.478340269,0.001098714,1.470511348,0.001019402,1.4626004,9.20E-04,1.450020901,7.22E-04,1.450079703,7.72E-04,1.452553688,8.64E-04,1.443632933,7.28E-04,1.461105273,0.001131037,,,,,
1.569194476,0.004507163,1.494658257,0.001382043,1.484540213,0.001280598,1.47826514,0.001231025,1.470204837,0.001106582,1.456490284,8.50E-04,1.456543088,9.04E-04,1.459169063,0.001009216,1.450034776,8.49E-04,1.468305614,0.001323443,,,,,
1.583148842,0.005267319,1.500961863,0.001609428,1.490740157,0.00148605,1.486018933,0.001476207,1.477809274,0.001322128,1.462959668,9.96E-04,1.463006473,0.001054531,1.465784437,0.001174285,1.458151594,0.00102535,1.475505955,0.001540079,,,,,
1.597103209,0.005859148,1.507265468,0.001864612,1.498700445,0.001783865,1.493772725,0.001757934,1.485413711,0.001569678,1.469429051,0.001160186,1.471130261,0.001269354,1.474200791,0.001413179,1.466268412,0.001229261,1.482706296,0.001784151,,,,,
1.611057576,0.00616903,1.515614829,0.002243939,1.506660734,0.002124884,1.501526517,0.00207922,1.493018148,0.001852101,1.475898435,0.001345884,1.479254049,0.001517385,1.482617145,0.001688843,1.474385231,0.001464234,1.492004777,0.002142439,,,,,
1.623616505,0.0061258,1.52396419,0.002677229,1.514621023,0.00251234,1.509280309,0.002443057,1.500622586,0.00217229,1.484216163,0.001616628,1.487377837,0.001802144,1.491033498,0.00200524,1.482502049,0.001733446,1.501303258,0.002555523,,,,,
1.636175435,0.005748904,1.533351663,0.003224041,1.522581311,0.002948832,1.517034101,0.002852381,1.508227023,0.002533196,1.49253389,0.001928121,1.495501625,0.002127168,1.499449852,0.002366452,1.490618867,0.002040286,1.510601738,0.003029827,,,,,
1.647478472,0.005140023,1.542739137,0.003839128,1.5305416,0.003436455,1.524787894,0.003310022,1.51583146,0.002937835,1.500851618,0.002284433,1.503625412,0.002496177,1.507866205,0.002776856,1.498735686,0.002388425,1.519900219,0.003572338,,,,,
1.658781509,0.004342871,1.553932282,0.004648684,1.538501888,0.003976731,1.532541686,0.003818645,1.523435897,0.003389263,1.509169346,0.002689629,1.5117492,0.002913133,1.516282559,0.003241186,1.506852504,0.002781856,1.5291987,0.004190773,,,,,
1.670084546,0.003454304,1.565125428,0.005534172,1.546462177,0.004570455,1.540295478,0.004381112,1.531040334,0.003890557,1.517487074,0.003147924,1.519872988,0.003382263,1.524698912,0.003764564,1.514969322,0.003224934,1.538497181,0.004893648,,,,,
1.681387583,0.002585468,1.587511719,0.007426054,1.554422465,0.005217523,1.54804927,0.004998685,1.538644771,0.004444763,1.525804802,0.003663723,1.527996776,0.003908067,1.533115266,0.004352515,1.523086141,0.003722399,1.547795661,0.005690288,,,,,
1.69269062,0.001836063,1.607621517,0.009062266,1.562382754,0.005916607,1.555803062,0.005673592,1.546249209,0.005054845,1.53412253,0.004241605,1.536120564,0.004495304,1.541531619,0.005010956,1.531202959,0.004279398,1.557094142,0.006590797,,,,,
1.703993657,0.001269253,1.627731315,0.010301982,1.578303331,0.007454802,1.571310647,0.007193791,1.553853646,0.005723567,1.542440257,0.004886276,1.544244352,0.005148962,1.549947973,0.005746156,1.539319777,0.004901494,1.566392623,0.007605955,,,,,
1.715296694,8.97E-04,1.645830133,0.010747254,1.594223908,0.009146968,1.585014634,0.008729881,1.561458083,0.006453389,1.550757985,0.005602479,1.552368139,0.005874198,1.558364326,0.006564666,1.547436596,0.005594646,1.575691104,0.008747051,,,,,
1.725469428,7.11E-04,1.662119069,0.010381014,1.610144485,0.010908639,1.598718621,0.0104208,1.576666957,0.008101127,1.559075713,0.006394876,1.560491927,0.006676224,1.56678068,0.007473197,1.555553414,0.006365191,1.584989584,0.010025604,,,,,
1.735642161,6.17E-04,1.676779112,0.009361405,1.626065062,0.012594438,1.612422607,0.012232156,1.590354944,0.009804573,1.567393441,0.007267846,1.568615715,0.007560216,1.575197034,0.008478421,1.563670232,0.007219746,1.594288065,0.01145296,,,,,
1.745814894,5.75E-04,1.68997315,0.007949095,1.641898749,0.0139974,1.639830581,0.015885451,1.604042931,0.011707792,1.575711169,0.008225267,1.576739503,0.008531078,1.583613387,0.009586801,1.571787051,0.008165126,1.603586546,0.013039729,,,,,
1.755987627,5.56E-04,1.703167189,0.006245385,1.657732436,0.014892855,1.667238555,0.018737464,1.617730918,0.013786765,1.584028896,0.009270171,1.584863291,0.00959319,1.592029741,0.010804196,1.579903869,0.00920819,1.612885027,0.014794868,,,,,
1.766160361,5.45E-04,1.716361227,0.004488542,1.673566123,0.015035004,1.689751685,0.019443309,1.631418905,0.015975023,1.600664352,0.011624339,1.601110866,0.012000939,1.600446094,0.012135454,1.588020687,0.010355632,1.622183507,0.016725051,,,,,
1.776333094,5.13E-04,1.729555265,0.002927584,1.68939981,0.014235222,1.709647107,0.018153117,1.645106892,0.018178754,1.615636262,0.014037949,1.615733685,0.014498885,1.617278801,0.015146579,1.596137506,0.0116137,1.631481988,0.018833101,,,,,
1.796678561,5.06E-04,1.742749304,0.001746999,1.703650128,0.012658067,1.72664056,0.015477108,1.672482865,0.02205011,1.630608172,0.016688518,1.630356503,0.017291144,1.632428238,0.018250694,1.612371143,0.014478845,1.65007895,0.023558124,,,,,
1.817024027,4.97E-04,1.755943342,0.001009915,1.717900446,0.010408659,1.741934668,0.012106214,1.695147503,0.023724995,1.645580082,0.019492551,1.644979321,0.020326774,1.647577674,0.02168005,1.626981416,0.017473183,1.666816215,0.028315708,,,,,
1.837369494,4.87E-04,1.76754458,6.95E-04,1.732150764,0.007786599,1.755699364,0.008754125,1.715545677,0.023109873,1.675523902,0.024850276,1.659602139,0.023492117,1.66272711,0.025332741,1.641591689,0.020851813,1.68355348,0.033316148,,,,,
1.85771496,4.81E-04,1.777985693,5.88E-04,1.746401082,0.005200843,1.769464061,0.005623211,1.724323223,0.02206183,1.695065575,0.027315079,1.674224957,0.026591459,1.693025983,0.032392165,1.656201962,0.024571534,1.700290746,0.038172717,,,,,
1.878060427,4.78E-04,1.788426807,5.57E-04,1.7606514,0.003049271,1.783228758,0.003151088,1.733100769,0.020590843,1.714607248,0.028049476,1.693652679,0.030128211,1.713188852,0.035757609,1.670812235,0.028501055,1.719251337,0.042769928,,,,,
1.898405893,4.68E-04,1.798867921,5.53E-04,1.774901719,0.001575886,1.796993455,0.001544568,1.74100056,0.018926201,1.732194753,0.026608228,1.713080402,0.032234805,1.733351721,0.03676936,1.685422508,0.032442376,1.738211929,0.045332215,,,,,
1.91875136,4.50E-04,1.809309035,5.21E-04,1.787618656,8.71E-04,1.809283765,8.22E-04,1.748110372,0.017194569,1.748023508,0.02340728,1.732508124,0.03200516,1.751498303,0.034771798,1.714643054,0.039119214,1.75717252,0.044682386,,,,,
1.939096826,4.68E-04,1.819750149,5.27E-04,1.7990639,6.11E-04,1.820345044,5.79E-04,1.755220184,0.015316627,1.763852263,0.018700268,1.74276883,0.030674571,1.767830227,0.030332277,1.738278093,0.041311993,1.767369951,0.04268137,,,,,
1.959442293,4.44E-04,1.840632376,5.24E-04,1.810509143,5.38E-04,1.831406324,5.24E-04,1.761619015,0.013536251,1.778098142,0.013754524,1.753029536,0.028556096,1.782528959,0.024514672,1.759549628,0.039049875,1.777567382,0.039596332,,,,,
1.97978776,3.88E-04,1.861514604,5.41E-04,1.821954387,5.38E-04,1.842467603,5.35E-04,1.767377962,0.011905269,1.792344022,0.008935094,1.762264172,0.026008608,1.79722769,0.017805608,1.767738572,0.036889715,1.78674507,0.035945214,,,,,
1.999499,4.61E-04,1.903279059,5.10E-04,1.833399631,5.51E-04,1.853528882,4.69E-04,1.77313691,0.010306886,1.806589901,0.004969372,1.770546136,0.023288649,1.811926422,0.011289256,1.775927516,0.034122079,1.794997925,0.03207469,,,,,
1.999501,4.71E-04,1.940867069,5.01E-04,1.844844874,4.95E-04,1.87565144,5.33E-04,1.778319963,0.008911664,1.82083578,0.002289576,1.777862172,0.020626694,1.826625153,0.005996393,1.78411646,0.030839237,1.802284813,0.028313041,,,,,
1.998501,4.68E-04,1.978455079,3.83E-04,1.867735362,5.20E-04,1.897773999,5.39E-04,1.783503016,0.007600568,1.833657072,0.00102449,1.784446605,0.018107821,1.841323885,0.002517437,1.800494347,0.022805938,1.808843011,0.024771539,,,,,
